Month,Date,Incident
Jul-2024,July - 13,"Five Communist Party of India-Maoist (CPI-Maoist) cadres, identified as Sai Mangu alias Mangu Kunjam (45), Mahesh Kursam (28), Lalu Potam (32), Phulli Punem (29), and Dhannu Punem (35), were arrested when a joint team of the District Reserve Guard (D
Read more... Five Communist Party of India-Maoist (CPI-Maoist) cadres, identified as Sai Mangu alias Mangu Kunjam (45), Mahesh Kursam (28), Lalu Potam (32), Phulli Punem (29), and Dhannu Punem (35), were arrested when a joint team of the District Reserve Guard (DRG) and local Police was conducting an anti-Naxal operation in a forest area near Metapal village under Gangaloor Police Station limits in Bijapur District of Chhattisgarh on July 13, reports devdiscourse.com. Kunjam, who was active as the head of the 'Janatana Sarkar' (people's government) squad of the CPI-Maoist and had a reward of INR 100,000 on his head, was among those arrested, a Police official reported. The five accused were involved in attacks on Police teams, murder, attempts to murder, and triggering improvised explosive device (IED) blasts, according to the Police.
Read less..."
Jul-2024,July - 13,"On July 13, Border Security Force (BSF) stated on X that troops recovered one packet weighing 2.3 kilograms in Rattar Chattar village in the Gurdaspur District of Punjab. Upon opening the packet, two small polythene packets containing Heroin were fou
Read more... On July 13, Border Security Force (BSF) stated on X that troops recovered one packet weighing 2.3 kilograms in Rattar Chattar village in the Gurdaspur District of Punjab. Upon opening the packet, two small polythene packets containing Heroin were found. The big packet was found wrapped in yellow adhesive tape and an improvised nylon loop with two illuminating sticks was also found attached to the packet.
Read less..."
Jul-2024,July - 13,"On June 13, security forces (SFs) arrested a cadre of Revolutionary People’s Front’s (RPF) armed wing, the People’s Liberation Army (PLA) identified as Takhellambam Inao Singh (39), alias Joysing alias Ningthiba, near Imphal airport in Imphal West Di
Read more... On June 13, security forces (SFs) arrested a cadre of Revolutionary People’s Front’s (RPF) armed wing, the People’s Liberation Army (PLA) identified as Takhellambam Inao Singh (39), alias Joysing alias Ningthiba, near Imphal airport in Imphal West District of Manipur, reports Northeast Now. Singh was reportedly involved in extortion activities within the Imphal area. One 9mm pistol with a magazine containing seven rounds were recovered from his possession.
Read less..."
Jul-2024,July - 13,"Three National Socialist Council of Nagaland (NSCN) cadres, identified as Ankur Gogoi, Avinash Ghosh and Lupan Singpho, were arrested for allegedly demanding INR 10 lakh from local businessman Dipti Gogoi in Pengeri in Tinsukia District of Assam on J
Read more... Three National Socialist Council of Nagaland (NSCN) cadres, identified as Ankur Gogoi, Avinash Ghosh and Lupan Singpho, were arrested for allegedly demanding INR 10 lakh from local businessman Dipti Gogoi in Pengeri in Tinsukia District of Assam on July 13, reports India Today NE.
Read less..."
Jul-2024,July - 14,"On July 14, five associates of Canada-based terrorist Lakhbir Singh alias Landa, of Babbar Khalsa International (BKI) were arrested along with three Pistols in Punjab, reports The Tribune. The total arrests of the Landa gang increase to 13 in the pre
Read more... On July 14, five associates of Canada-based terrorist Lakhbir Singh alias Landa, of Babbar Khalsa International (BKI) were arrested along with three Pistols in Punjab, reports The Tribune. The total arrests of the Landa gang increase to 13 in the present module after establishing backwards and forward linkages.
Read less..."
Jul-2024,July - 14,"On July 14, the Security Forces (SFs) foiled an infiltration attempt at the Line of Control (LoC) and killed three unidentified militants along with arms and ammunition in the Keran sector in Kupwara District in Jammu and Kashmir (J&K), reports Daily
Read more... On July 14, the Security Forces (SFs) foiled an infiltration attempt at the Line of Control (LoC) and killed three unidentified militants along with arms and ammunition in the Keran sector in Kupwara District in Jammu and Kashmir (J&K), reports Daily Excelsior. The Tribune reported that despite a 2021 ceasefire agreement between India and Pakistan, recent months have seen multiple infiltration attempts thwarted, including incidents in the Uri sector in the Baramulla District of J&K in June and April 2024. SFs expect increased infiltration as snow melts in the mountains, posing ongoing challenges in J&K.
Read less..."
Jul-2024,July - 14,"On June 14, one Central Reserved Police Force (CRPF) trooper identified as Ajay Kumar Jha (43) and a Kuki militant identified as Thangboi were killed in an encounter between Kuki militants and Security Forces (SFs) at Mongbung and two other locations
Read more... On June 14, one Central Reserved Police Force (CRPF) trooper identified as Ajay Kumar Jha (43) and a Kuki militant identified as Thangboi were killed in an encounter between Kuki militants and Security Forces (SFs) at Mongbung and two other locations at Seijang Kuki village in Jiribam District of Manipur, reports The Sangai Express. One Kuki Liberation Army (KLA) militant identified as Haoneithang Vaiphei alias Brucelee and two State Police personnel identified as Romendro, and Moirangthem Robindro, sustained injuries in the encounter.
Read less..."
Jul-2024,July - 14,"Security Forces (SFs) and cadres of the Communist Party of India-Maoist (CPI-Maoist) exchanged fire in Patharbasa Forest under Manoharpur Police Station limits in the West Singhbhum District of Jharkhand on July 14, reports prabhatkhabar.com. Seeing
Read more... Security Forces (SFs) and cadres of the Communist Party of India-Maoist (CPI-Maoist) exchanged fire in Patharbasa Forest under Manoharpur Police Station limits in the West Singhbhum District of Jharkhand on July 14, reports prabhatkhabar.com. Seeing the SFs getting the upper hand, the Maoists fled towards the forest. During the operation, the Police demolished several camps of the Maoists. The Police recovered daily items from them.
Read less..."
Jul-2024,July - 14,"Seven cadres of the Communist Party of India-Maoist (CPI-Maoist), including two carrying a cumulative bounty of INR 300,000, were arrested near a river in the Chhutwai village under Tarrem Police Station limits in the Bijapur District of Chhattisgarh
Read more... Seven cadres of the Communist Party of India-Maoist (CPI-Maoist), including two carrying a cumulative bounty of INR 300,000, were arrested near a river in the Chhutwai village under Tarrem Police Station limits in the Bijapur District of Chhattisgarh on July 14, reports The Print. “Tamo Bhima, woman cadre Uika Mangari, alias Jyoti, and five others were held when a joint team of Special Task Force, 210 CoBRA (Commando Battalion for Resolute Action) battalion, CRPF (Central Reserve Police Force)’s 153 battalion, and local police were out on an anti-Naxal [Left Wing Extremism, LWE] operation,” a Police official said. Bhima was active as a member of ‘Platoon Number 9’ of the CPI-Maoist and carried a reward of INR 200,000, the official said. Jyoti, who carried a bounty of INR 100,000, was the ‘president’ of Krantikari Mahila Adivasi Sangthan (KAMS) under the Kondapalli RPC (Revolutionary Party Committee), he said. The other five Maoists were lower-rung cadres, the official said. The seven were involved in an attack on a security camp in Chhutwai and several other instances of Maoist violence for a long time in the district, the official added.
Read less..."
Jul-2024,July - 14,"Unidentified militants came in a car and threw bombs at the residential gate of a Managing Director of a private firm ‘Salai Holdings Private Limited’ at Tera Loukrakpam Leikai area under the Lamphel Police Station in Imphal West District of Manipur
Read more... Unidentified militants came in a car and threw bombs at the residential gate of a Managing Director of a private firm ‘Salai Holdings Private Limited’ at Tera Loukrakpam Leikai area under the Lamphel Police Station in Imphal West District of Manipur in the night of July 14, reports Northeast Now. The perpetrators who came in a white colour car lobbed two bombs at the main gate of the residential complex of N Samarjit, the MD of Salai Holdings Private Limited, a non-government company. One bomb exploded causing damage to the residential gate while another remained unexploded.
Read less..."
